date,value
2021-04-20,13809.3
2021-04-21,13935.15
2021-04-22,13762.36
2021-04-23,13941.44
2021-04-26,14026.16
2021-04-27,13960.28
2021-04-28,13901.62
2021-04-29,13970.2
2021-04-30,13860.76
2021-05-03,13799.72
2021-05-04,13544.67
2021-05-05,13503.37
2021-05-06,13613.73
2021-05-07,13719.63
2021-05-10,13359.08
2021-05-11,13351.27
2021-05-12,13001.63
2021-05-13,13109.15
2021-05-14,13393.12
2021-05-17,13312.91
2021-05-18,13217.68
2021-05-19,13237.91
2021-05-20,13494.09
2021-05-21,13411.74
2021-05-24,13641.75
2021-05-25,13657.73
2021-05-26,13702.74
2021-05-27,13657.85
2021-05-28,13686.51
2021-06-01,13654.59
2021-06-02,13675.79
2021-06-03,13529.68
2021-06-04,13770.77
2021-06-07,13802.89
2021-06-08,13810.86
2021-06-09,13814.94
2021-06-10,13960.35
2021-06-11,13998.3
2021-06-14,14128.2
2021-06-15,14030.41
2021-06-16,13983.01
2021-06-17,14163.81
2021-06-18,14049.58
2021-06-21,14137.23
2021-06-22,14270.42
2021-06-23,14274.24
2021-06-24,14365.96
2021-06-25,14345.18
2021-06-28,14524.98
2021-06-29,14572.75
2021-06-30,14554.8
2021-07-01,14560.05
2021-07-02,14727.63
2021-07-06,14786.36
2021-07-07,14810.54
2021-07-08,14722.14
2021-07-09,14826.09
2021-07-12,14877.89
2021-07-13,14874.54
2021-07-14,14900.44
2021-07-15,14794.69
2021-07-16,14681.38
2021-07-19,14549.09
2021-07-20,14728.21
2021-07-21,14842.63
2021-07-22,14940.17
2021-07-23,15111.79
2021-07-26,15125.95
2021-07-27,14956.97
2021-07-28,15018.1
2021-07-29,15048.36
2021-07-30,14959.9
2021-08-02,14963.62
2021-08-03,15061.42
2021-08-04,15083.39
2021-08-05,15181.64
2021-08-06,15109.36
2021-08-09,15133.11
2021-08-10,15053.58
2021-08-11,15027.76
2021-08-12,15088.98
2021-08-13,15136.68
2021-08-16,15140.77
2021-08-17,15002.83
2021-08-18,14857.92
2021-08-19,14933.94
2021-08-20,15092.57
2021-08-23,15312.82
2021-08-24,15357.68
2021-08-25,15368.92
2021-08-26,15278.52
2021-08-27,15432.95
2021-08-30,15605.09
2021-08-31,15582.51
2021-09-01,15611.57
2021-09-02,15604.25
2021-09-03,15652.86
2021-09-07,15675.76
2021-09-08,15620.85
2021-09-09,15561.05
2021-09-10,15440.75
2021-09-13,15434.5
2021-09-14,15382.9
2021-09-15,15503.53
2021-09-16,15515.91
2021-09-17,15333.47
2021-09-20,15012.19
2021-09-21,15027.77
2021-09-22,15176.51
2021-09-23,15316.58
2021-09-24,15329.68
2021-09-27,15204.82
2021-09-28,14770.3
2021-09-29,14752.89
2021-09-30,14689.62
2021-10-01,14791.87
2021-10-04,14472.12
2021-10-05,14674.15
2021-10-06,14766.75
2021-10-07,14897.13
2021-10-08,14820.75
2021-10-11,14713.73
2021-10-12,14662.11
2021-10-13,14774.6
2021-10-14,15052.42
2021-10-15,15146.92
2021-10-18,15300.89
2021-10-19,15410.72
2021-10-20,15388.71
2021-10-21,15489.59
2021-10-22,15355.07
2021-10-25,15514.19
2021-10-26,15559.49
2021-10-27,15598.39
2021-10-28,15778.16
2021-10-29,15850.47
2021-11-01,15905.28
2021-11-02,15972.49
2021-11-03,16144.5
2021-11-04,16346.24
2021-11-05,16359.38
2021-11-08,16336.03
2021-11-09,16219.94
2021-11-10,15985.57
2021-11-11,16032.47
2021-11-12,16199.89
2021-11-15,16189.12
2021-11-16,16309.77
2021-11-17,16308.07
2021-11-18,16482.97
2021-11-19,16573.34
2021-11-22,16380.98
2021-11-23,16306.72
2021-11-24,16367.81
2021-11-26,16025.58
2021-11-29,16399.24
2021-11-30,16135.92
2021-12-01,15877.72
2021-12-02,15990.76
2021-12-03,15712.04
2021-12-06,15846.16
2021-12-07,16325.66
2021-12-08,16394.34
2021-12-09,16149.57
2021-12-10,16331.98
2021-12-13,16082.55
2021-12-14,15914.9
2021-12-15,16289.59
2021-12-16,15863.94
2021-12-17,15801.46
2021-12-20,15627.64
2021-12-21,15986.28
2021-12-22,16180.14
2021-12-23,16308.21
2021-12-27,16567.5
2021-12-28,16488.66
2021-12-29,16491.01
2021-12-30,16429.1
2021-12-31,16320.08
2022-01-03,16501.77
2022-01-04,16279.73
2022-01-05,15771.78
2022-01-06,15765.36
2022-01-07,15592.19
2022-01-10,15614.43
2022-01-11,15844.12
2022-01-12,15905.1
2022-01-13,15495.62
2022-01-14,15611.59
2022-01-18,15210.76
2022-01-19,15047.84
2022-01-20,14846.46
2022-01-21,14438.4
2022-01-24,14509.58
2022-01-25,14149.12
2022-01-26,14172.76
2022-01-27,14003.11
2022-01-28,14454.61
2022-01-31,14930.05
2022-02-01,15019.68
2022-02-02,15139.74
2022-02-03,14501.11
2022-02-04,14694.35
2022-02-07,14571.25
2022-02-08,14747.03
2022-02-09,15056.96
2022-02-10,14705.64
2022-02-11,14253.84
2022-02-14,14268.59
2022-02-15,14620.82
2022-02-16,14603.64
2022-02-17,14171.74
2022-02-18,14009.54
2022-02-22,13870.53
2022-02-23,13509.43
2022-02-24,13974.67
2022-02-25,14189.16
2022-02-28,14237.81
2022-03-01,14005.99
2022-03-02,14243.69
2022-03-03,14035.21
2022-03-04,13837.83
2022-03-07,13319.38
2022-03-08,13267.6
2022-03-09,13742.2
2022-03-10,13591.0
2022-03-11,13301.83
2022-03-14,13046.64
2022-03-15,13458.56
2022-03-16,13956.79
2022-03-17,14118.6
2022-03-18,14420.08
2022-03-21,14376.09
2022-03-22,14654.33
2022-03-23,14447.55
2022-03-24,14765.69
2022-03-25,14754.31
2022-03-28,14987.4
2022-03-29,15239.32
2022-03-30,15071.55
2022-03-31,14838.49
2022-04-01,14861.21
2022-04-04,15159.58
2022-04-05,14820.64
2022-04-06,14498.88
2022-04-07,14531.81
2022-04-08,14327.26
2022-04-11,13990.21
2022-04-12,13940.24
2022-04-13,14217.29
2022-04-14,13893.21
2022-04-18,13910.76
2022-04-19,14210.26
2022-04-20,13998.53
2022-04-21,13720.45
2022-04-22,13356.87
2022-04-25,13533.22
2022-04-26,13009.71
2022-04-27,13003.36
2022-04-28,13456.06
2022-04-29,12854.8
2022-05-02,13075.85
2022-05-03,13089.9
2022-05-04,13535.71
2022-05-05,12850.55
2022-05-06,12693.53
2022-05-09,12187.72
2022-05-10,12345.86
2022-05-11,11967.56
2022-05-12,11945.5
2022-05-13,12387.4
2022-05-16,12243.58
2022-05-17,12564.1
2022-05-18,11928.31
2022-05-19,11875.63
2022-05-20,11835.62
2022-05-23,12034.28
2022-05-24,11769.84
2022-05-25,11943.93
2022-05-26,12276.79
2022-05-27,12681.42
2022-05-31,12642.1
2022-06-01,12548.36
2022-06-02,12892.89
2022-06-03,12548.03
2022-06-06,12599.63
2022-06-07,12711.68
2022-06-08,12615.13
2022-06-09,12269.78
2022-06-10,11832.82
2022-06-13,11288.32
2022-06-14,11311.69
2022-06-15,11593.77
2022-06-16,11127.57
2022-06-17,11265.99
2022-06-21,11546.76
2022-06-22,11527.71
2022-06-23,11697.68
2022-06-24,12105.85
2022-06-27,12008.24
2022-06-28,11637.77
2022-06-29,11658.26
2022-06-30,11503.72
2022-07-01,11585.68
2022-07-05,11779.9
2022-07-06,11852.59
2022-07-07,12109.05
2022-07-08,12125.69
2022-07-11,11860.28
2022-07-12,11744.99
2022-07-13,11728.53
2022-07-14,11768.4
2022-07-15,11983.62
2022-07-18,11877.5
2022-07-19,12249.42
2022-07-20,12439.68
2022-07-21,12619.41
2022-07-22,12396.47
2022-07-25,12328.41
2022-07-26,12086.9
2022-07-27,12601.47
2022-07-28,12717.87
2022-07-29,12947.97
2022-08-01,12940.78
2022-08-02,12901.6
2022-08-03,13253.26
2022-08-04,13311.04
2022-08-05,13207.69
2022-08-08,13159.16
2022-08-09,13008.17
2022-08-10,13378.32
2022-08-11,13291.99
2022-08-12,13565.87
2022-08-15,13667.18
2022-08-16,13635.21
2022-08-17,13470.86
2022-08-18,13505.99
2022-08-19,13242.9
2022-08-22,12890.54
2022-08-23,12881.79
2022-08-24,12917.86
2022-08-25,13143.58
2022-08-26,12605.17
2022-08-29,12484.32
2022-08-30,12342.7
2022-08-31,12272.03
2022-09-01,12274.62
2022-09-02,12098.44
2022-09-06,12011.31
2022-09-07,12259.39
2022-09-08,12321.19
2022-09-09,12588.29
2022-09-12,12739.72
2022-09-13,12033.62
2022-09-14,12134.4
2022-09-15,11927.49
2022-09-16,11861.38
2022-09-19,11953.27
2022-09-20,11851.54
2022-09-21,11637.79
2022-09-22,11501.65
2022-09-23,11311.24
2022-09-26,11254.11
2022-09-27,11271.75
2022-09-28,11493.83
2022-09-29,11164.78
2022-09-30,10971.22
2022-10-03,11229.73
2022-10-04,11582.54
2022-10-05,11573.18
2022-10-06,11485.5
2022-10-07,11039.47
2022-10-10,10926.97
2022-10-11,10791.35
2022-10-12,10785.62
2022-10-13,11033.58
2022-10-14,10692.06
2022-10-17,11062.53
2022-10-18,11147.74
2022-10-19,11103.38
2022-10-20,11046.71
2022-10-21,11310.33
2022-10-24,11430.26
2022-10-25,11669.99
2022-10-26,11405.9
2022-10-27,11191.63
2022-10-28,11546.21
2022-10-31,11405.57
2022-11-01,11288.95
2022-11-02,10906.34
2022-11-03,10690.6
2022-11-04,10857.03
2022-11-07,10977.0
2022-11-08,11059.5
2022-11-09,10797.55
2022-11-10,11605.96
2022-11-11,11817.01
2022-11-14,11700.94
2022-11-15,11871.15
2022-11-16,11699.09
2022-11-17,11676.86
2022-11-18,11677.02
2022-11-21,11553.45
2022-11-22,11724.84
2022-11-23,11838.72
2022-11-25,11756.03
2022-11-28,11587.75
2022-11-29,11503.45
2022-11-30,12030.06
2022-12-01,12041.89
2022-12-02,11994.26
2022-12-05,11786.8
2022-12-06,11549.69
2022-12-07,11497.39
2022-12-08,11637.5
2022-12-09,11563.33
2022-12-12,11706.44
2022-12-13,11834.21
2022-12-14,11740.92
2022-12-15,11345.22
2022-12-16,11243.72
2022-12-19,11084.59
2022-12-20,11072.42
2022-12-21,11235.88
2022-12-22,10956.14
2022-12-23,10985.45
2022-12-27,10822.51
2022-12-28,10679.34
2022-12-29,10951.05
2022-12-30,10939.76
2023-01-03,10862.64
2023-01-04,10914.8
2023-01-05,10741.22
2023-01-06,11040.35
2023-01-09,11108.45
2023-01-10,11205.78
2023-01-11,11402.52
2023-01-12,11459.61
2023-01-13,11541.48
2023-01-17,11557.19
2023-01-18,11410.29
2023-01-19,11295.67
2023-01-20,11619.03
2023-01-23,11872.54
2023-01-24,11846.64
2023-01-25,11814.69
2023-01-26,12051.48
2023-01-27,12166.6
2023-01-30,11912.39
2023-01-31,12101.93
2023-02-01,12363.1
2023-02-02,12803.14
2023-02-03,12573.36
2023-02-06,12464.51
2023-02-07,12728.27
2023-02-08,12495.38
2023-02-09,12381.17
2023-02-10,12304.92
2023-02-13,12502.31
2023-02-14,12590.89
2023-02-15,12687.89
2023-02-16,12442.48
2023-02-17,12358.18
2023-02-21,12060.3
2023-02-22,12066.27
2023-02-23,12180.14
2023-02-24,11969.65
2023-02-27,12057.79
2023-02-28,12042.12
2023-03-01,11938.57
2023-03-02,12044.87
2023-03-03,12290.81
2023-03-06,12302.48
2023-03-07,12152.17
2023-03-08,12215.33
2023-03-09,11995.88
2023-03-10,11830.28
2023-03-13,11923.17
2023-03-14,12199.79
2023-03-15,12251.32
2023-03-16,12581.39
2023-03-17,12519.88
2023-03-20,12562.61
2023-03-21,12741.44
2023-03-22,12567.15
2023-03-23,12729.23
2023-03-24,12767.05
2023-03-27,12673.07
2023-03-28,12610.57
2023-03-29,12846.03
2023-03-30,12963.14
2023-03-31,13181.35
2023-04-03,13148.35
2023-04-04,13100.07
2023-04-05,12967.2
2023-04-06,13062.6
2023-04-10,13051.23
2023-04-11,12964.15
2023-04-12,12848.35
2023-04-13,13109.39
2023-04-14,13079.52
2023-04-17,13087.71
2023-04-18,13091.79
2023-04-19,13088.71
2023-04-20,12985.98
2023-04-21,13000.77
2023-04-24,12969.76
2023-04-25,12725.11
2023-04-26,12806.48
2023-04-27,13160.03
2023-04-28,13245.99
2023-05-01,13231.47
2023-05-02,13113.66
2023-05-03,13030.21
2023-05-04,12982.48
2023-05-05,13259.13
2023-05-08,13291.64
2023-05-09,13201.11
2023-05-10,13347.83
2023-05-11,13389.78
2023-05-12,13340.18
2023-05-15,13413.51
2023-05-16,13426.01
2023-05-17,13589.26
2023-05-18,13834.62
2023-05-19,13803.49
2023-05-22,13849.74
2023-05-23,13672.54
2023-05-24,13604.48
2023-05-25,13938.53
2023-05-26,14298.41
2023-05-30,14354.99
2023-05-31,14254.09
2023-06-01,14441.51
2023-06-02,14546.64
2023-06-05,14556.5
2023-06-06,14558.09
2023-06-07,14303.29
2023-06-08,14484.54
2023-06-09,14528.36
2023-06-12,14784.3
2023-06-13,14900.85
2023-06-14,15005.69
2023-06-15,15185.48
2023-06-16,15083.92
2023-06-20,15070.15
2023-06-21,14867.45
2023-06-22,15042.32
2023-06-23,14891.48
2023-06-26,14689.02
2023-06-27,14945.91
2023-06-28,14964.57
2023-06-29,14939.95
2023-06-30,15179.21
2023-07-03,15208.69
2023-07-05,15203.78
2023-07-06,15089.45
2023-07-07,15036.85
2023-07-10,15045.64
2023-07-11,15119.06
2023-07-12,15307.23
2023-07-13,15571.98
2023-07-14,15565.6
2023-07-17,15713.28
2023-07-18,15841.35
2023-07-19,15826.35
2023-07-20,15466.09
2023-07-21,15425.67
2023-07-24,15448.02
2023-07-25,15561.42
2023-07-26,15499.26
2023-07-27,15464.93
2023-07-28,15750.93
2023-07-31,15757.0
2023-08-01,15718.01
2023-08-02,15370.74
2023-08-03,15353.54
2023-08-04,15274.92
2023-08-07,15407.85
2023-08-08,15273.05
2023-08-09,15101.71
2023-08-10,15128.84
2023-08-11,15028.07
2023-08-14,15205.59
2023-08-15,15037.65
2023-08-16,14876.47
2023-08-17,14715.81
2023-08-18,14694.84
2023-08-21,14936.69
2023-08-22,14908.96
2023-08-23,15148.06
2023-08-24,14816.44
2023-08-25,14941.83
2023-08-28,15052.46
2023-08-29,15376.55
2023-08-30,15462.43
2023-08-31,15501.07
2023-09-01,15490.86
2023-09-05,15508.24
2023-09-06,15371.44
2023-09-07,15258.52
2023-09-08,15280.23
2023-09-11,15461.87
2023-09-12,15289.74
2023-09-13,15348.53
2023-09-14,15473.89
2023-09-15,15202.4
2023-09-18,15225.37
2023-09-19,15191.23
2023-09-20,14969.92
2023-09-21,14694.24
2023-09-22,14701.1
2023-09-25,14768.9
2023-09-26,14545.83
2023-09-27,14580.16
2023-09-28,14702.77
2023-09-29,14715.24
2023-10-02,14837.57
2023-10-03,14565.62
2023-10-04,14776.25
2023-10-05,14723.22
2023-10-06,14973.24
2023-10-09,15047.15
2023-10-10,15131.52
2023-10-11,15241.12
2023-10-12,15184.1
2023-10-13,14995.12
2023-10-16,15172.73
2023-10-17,15122.01
2023-10-18,14909.26
2023-10-19,14783.13
2023-10-20,14560.88
2023-10-23,14604.85
2023-10-24,14745.85
2023-10-25,14381.64
2023-10-26,14109.57
2023-10-27,14180.42
2023-10-30,14335.51
2023-10-31,14409.78
2023-11-01,14664.91
2023-11-02,14919.55
2023-11-03,15099.49
2023-11-06,15154.93
2023-11-07,15296.02
2023-11-08,15313.24
2023-11-09,15187.9
2023-11-10,15529.12
2023-11-13,15482.79
2023-11-14,15812.47
2023-11-15,15817.18
2023-11-16,15833.17
2023-11-17,15837.99
2023-11-20,16027.06
2023-11-21,15933.62
2023-11-22,16001.39
2023-11-24,15982.01
2023-11-27,15961.98
2023-11-28,16010.43
2023-11-29,15987.6
2023-11-30,15947.87
2023-12-01,15997.58
2023-12-04,15839.67
2023-12-05,15877.71
2023-12-06,15788.05
2023-12-07,16022.49
2023-12-08,16084.69
2023-12-11,16221.73
2023-12-12,16354.25
2023-12-13,16562.37
2023-12-14,16537.83
2023-12-15,16623.45
2023-12-18,16729.8
2023-12-19,16811.85
2023-12-20,16554.16
2023-12-21,16757.41
2023-12-22,16777.4
2023-12-26,16878.46
2023-12-27,16906.8
2023-12-28,16898.47
2023-12-29,16825.93
2024-01-02,16543.94
2024-01-03,16368.49
2024-01-04,16282.01
2024-01-05,16305.98
2024-01-08,16649.87
2024-01-09,16678.7
2024-01-10,16793.05
2024-01-11,16820.9
2024-01-12,16832.92
2024-01-16,16830.71
2024-01-17,16736.28
2024-01-18,16982.29
2024-01-19,17314.0
2024-01-22,17330.38
2024-01-23,17404.21
2024-01-24,17499.3
2024-01-25,17516.99
2024-01-26,17421.01
2024-01-29,17596.27
2024-01-30,17476.71
2024-01-31,17137.24
2024-02-01,17344.71
2024-02-02,17642.73
2024-02-05,17613.04
2024-02-06,17572.73
2024-02-07,17755.07
2024-02-08,17783.17
2024-02-09,17962.41
2024-02-12,17882.66
2024-02-13,17600.42
2024-02-14,17807.63
2024-02-15,17845.72
2024-02-16,17685.98
2024-02-20,17546.1
2024-02-21,17478.91
2024-02-22,18004.7
2024-02-23,17937.61
2024-02-26,17933.33
2024-02-27,17971.05
2024-02-28,17874.5
2024-02-29,18043.85
2024-03-01,18302.91
2024-03-04,18226.48
2024-03-05,17897.87
2024-03-06,18017.57
2024-03-07,18297.99
2024-03-08,18018.45
2024-03-11,17951.69
2024-03-12,18219.11
2024-03-13,18068.47
2024-03-14,18014.81
2024-03-15,17808.25
2024-03-18,17985.01
2024-03-19,18032.2
2024-03-20,18240.11
2024-03-21,18320.38
2024-03-22,18339.44
2024-03-25,18277.06
2024-03-26,18210.54
2024-03-27,18280.84
2024-03-28,18254.69
2024-04-01,18293.2
2024-04-02,18121.78
2024-04-03,18160.19
2024-04-04,17878.78
2024-04-05,18108.46
2024-04-08,18100.19
2024-04-09,18169.9
2024-04-10,18011.65
2024-04-11,18307.98
2024-04-12,18003.49
2024-04-15,17706.83
2024-04-16,17713.66
2024-04-17,17493.62
2024-04-18,17394.31
2024-04-19,17037.65
2024-04-22,17210.89
2024-04-23,17471.47
2024-04-24,17526.8
2024-04-25,17430.5
2024-04-26,17718.3
2024-04-29,17782.72
2024-04-30,17440.69
2024-05-01,17318.55
2024-05-02,17541.54
2024-05-03,17890.8
2024-05-06,18093.57
2024-05-07,18091.45
2024-05-08,18085.01
2024-05-09,18113.46
2024-05-10,18161.18
2024-05-13,18198.61
2024-05-14,18322.77
2024-05-15,18596.65
2024-05-16,18557.96
2024-05-17,18546.23
2024-05-20,18674.19
2024-05-21,18713.8
2024-05-22,18705.2
2024-05-23,18623.39
2024-05-24,18808.35
2024-05-28,18869.44
2024-05-29,18736.75
2024-05-30,18538.66
2024-05-31,18536.65
2024-06-03,18600.97
2024-06-04,18654.84
2024-06-05,19035.05
2024-06-06,19021.19
2024-06-07,19000.95
2024-06-10,19074.67
2024-06-11,19210.18
2024-06-12,19465.18
2024-06-13,19576.92
2024-06-14,19659.8
2024-06-17,19902.75
2024-06-18,19908.86
2024-06-20,19752.3
2024-06-21,19700.43
2024-06-24,19474.62
2024-06-25,19701.13
2024-06-26,19751.05
2024-06-27,19789.03
2024-06-28,19682.87
2024-07-01,19812.22
2024-07-02,20011.89
2024-07-03,20186.63
2024-07-05,20391.97
2024-07-08,20439.54
2024-07-09,20453.02
2024-07-10,20675.38
2024-07-11,20211.36
2024-07-12,20331.49
2024-07-15,20386.88
2024-07-16,20398.62
2024-07-17,19799.14
2024-07-18,19705.09
2024-07-19,19522.62
2024-07-22,19822.87
2024-07-23,19754.34
2024-07-24,19032.39
2024-07-25,18830.58
2024-07-26,19023.66
2024-07-29,19059.49
2024-07-30,18796.27
2024-07-31,19362.43
2024-08-01,18890.39
2024-08-02,18440.84
2024-08-05,17895.16
2024-08-06,18077.92
2024-08-07,17867.37
2024-08-08,18413.82
2024-08-09,18513.1
2024-08-12,18542.03
2024-08-13,19006.43
2024-08-14,19022.68
2024-08-15,19490.15
2024-08-16,19508.52
2024-08-19,19766.49
2024-08-20,19719.82
2024-08-21,19824.84
2024-08-22,19491.84
2024-08-23,19720.87
2024-08-26,19516.44
2024-08-27,19581.52
2024-08-28,19350.78
2024-08-29,19325.45
2024-08-30,19574.64
2024-09-03,18958.73
2024-09-04,18921.4
2024-09-05,18930.33
2024-09-06,18421.31
2024-09-09,18660.78
2024-09-10,18829.14
2024-09-11,19237.3
2024-09-12,19423.07
2024-09-13,19514.58
2024-09-16,19423.06
2024-09-17,19432.4
2024-09-18,19344.49
2024-09-19,19839.83
2024-09-20,19791.49
2024-09-23,19852.2
2024-09-24,19944.84
2024-09-25,19972.61
2024-09-26,20115.54
2024-09-27,20008.62
2024-09-30,20060.69
2024-10-01,19773.3
2024-10-02,19802.58
2024-10-03,19793.34
2024-10-04,20035.02
2024-10-07,19800.74
2024-10-08,20107.78
2024-10-09,20268.86
2024-10-10,20241.76
2024-10-11,20271.97
2024-10-14,20439.05
2024-10-15,20159.83
2024-10-16,20174.05
2024-10-17,20190.42
2024-10-18,20324.04
2024-10-21,20361.47
2024-10-22,20383.65
2024-10-23,20066.96
2024-10-24,20232.87
2024-10-25,20352.02
2024-10-28,20351.07
2024-10-29,20550.65
2024-10-30,20387.7
2024-10-31,19890.42
2024-11-01,20033.14
2024-11-04,19963.6
2024-11-05,20227.46
2024-11-06,20781.33
2024-11-07,21101.57
2024-11-08,21117.18
2024-11-11,21106.59
2024-11-12,21070.79
2024-11-13,21036.16
2024-11-14,20896.67
2024-11-15,20394.13
2024-11-18,20539.19
2024-11-19,20684.59
2024-11-20,20667.1
2024-11-21,20740.78
2024-11-22,20776.23
2024-11-25,20804.89
2024-11-26,20922.9
2024-11-27,20744.49
2024-11-29,20930.37
2024-12-02,21164.6
2024-12-03,21229.32
2024-12-04,21492.36
2024-12-05,21425.22
2024-12-06,21622.25
2024-12-09,21440.82
2024-12-10,21368.18
2024-12-11,21763.98
2024-12-12,21615.27
2024-12-13,21780.25
2024-12-16,22096.66
2024-12-17,22001.08
2024-12-18,21209.31
2024-12-19,21110.51
2024-12-20,21289.15
2024-12-23,21503.17
2024-12-24,21797.65
2024-12-26,21768.31
2024-12-27,21473.01
2024-12-30,21197.09
2024-12-31,21012.17
2025-01-02,20975.62
2025-01-03,21326.16
2025-01-06,21559.5
2025-01-07,21173.04
2025-01-08,21180.96
2025-01-10,20847.58
2025-01-13,20784.72
2025-01-14,20757.41
2025-01-15,21237.85
2025-01-16,21091.25
2025-01-17,21441.15
2025-01-21,21566.51
2025-01-22,21853.0
2025-01-23,21900.93
2025-01-24,21774.01
2025-01-27,21127.28
2025-01-28,21463.04
2025-01-29,21411.46
2025-01-30,21508.12
2025-01-31,21478.05
2025-02-03,21297.58
2025-02-04,21566.92
2025-02-05,21658.16
2025-02-06,21774.07
2025-02-07,21491.31
2025-02-10,21756.73
2025-02-11,21693.52
2025-02-12,21719.26
2025-02-13,22030.71
2025-02-14,22114.69
2025-02-18,22164.61
2025-02-19,22175.6
2025-02-20,22068.06
2025-02-21,21614.08
2025-02-24,21352.08
2025-02-25,21087.25
2025-02-26,21132.92
2025-02-27,20550.95
2025-02-28,20884.41
2025-03-03,20425.58
2025-03-04,20352.53
2025-03-05,20628.46
2025-03-06,20052.63
2025-03-07,20201.37
2025-03-10,19430.95
2025-03-11,19376.96
2025-03-12,19596.02
2025-03-13,19225.48
2025-03-14,19704.64
2025-03-17,19812.24
2025-03-18,19483.36
2025-03-19,19736.66
2025-03-20,19677.61
2025-03-21,19753.97
2025-03-24,20180.44
2025-03-25,20287.83
2025-03-26,19916.99
2025-03-27,19798.62
2025-03-28,19281.4
2025-03-31,19278.45
2025-04-01,19436.42
2025-04-02,19581.78
2025-04-03,18521.48
2025-04-04,17397.7
2025-04-07,17430.68
2025-04-08,17090.4
2025-04-09,19145.06
2025-04-10,18343.57
2025-04-11,18690.05
2025-04-14,18796.02
2025-04-15,18830.23
2025-04-16,18257.64
2025-04-17,18258.09
2025-04-21,17808.3
2025-04-22,18276.41
2025-04-23,18693.26
2025-04-24,19214.4
2025-04-25,19432.56
2025-04-28,19427.29
2025-04-29,19544.95
2025-04-30,19571.02
2025-05-01,19786.71
2025-05-02,20102.61
2025-05-05,19967.94
2025-05-06,19791.34
2025-05-07,19867.97
2025-05-08,20063.57
2025-05-09,20061.45
2025-05-12,20868.15
2025-05-13,21197.7
2025-05-14,21319.21
2025-05-15,21335.82
2025-05-16,21427.94
2025-05-19,21447.05
2025-05-20,21367.37
2025-05-21,21080.36
2025-05-22,21112.47
2025-05-23,20915.65
2025-05-27,21414.99
2025-05-28,21318.17
2025-05-29,21363.95
2025-05-30,21340.99
2025-06-02,21491.75
2025-06-03,21662.58
2025-06-04,21721.92
2025-06-05,21547.43
2025-06-06,21761.79
2025-06-09,21797.87
2025-06-10,21941.92
2025-06-11,21860.8
2025-06-12,21913.32
2025-06-13,21631.04
2025-06-16,21937.57
2025-06-17,21719.08
2025-06-18,21719.69
2025-06-20,21626.39
2025-06-23,21856.33
2025-06-24,22190.52
2025-06-25,22237.74
2025-06-26,22447.29
2025-06-27,22534.2
2025-06-30,22679.01
2025-07-01,22478.14
2025-07-02,22641.89
2025-07-03,22866.97
2025-07-07,22685.57
2025-07-08,22702.25
2025-07-09,22864.91
2025-07-10,22829.26
2025-07-11,22780.6
2025-07-14,22855.63
2025-07-15,22884.59
2025-07-16,22907.97
2025-07-17,23081.05
2025-07-18,23065.47
2025-07-21,23180.06
2025-07-22,23063.58
2025-07-23,23162.41
2025-07-24,23219.86
2025-07-25,23272.25
2025-07-28,23356.27
2025-07-29,23308.3
2025-07-30,23345.41
2025-07-31,23218.12
2025-08-01,22763.31
2025-08-04,23188.61
2025-08-05,23018.56
2025-08-06,23315.04
2025-08-07,23389.53
2025-08-08,23611.27
2025-08-11,23526.63
2025-08-12,23839.2
2025-08-13,23849.04
2025-08-14,23832.44
2025-08-15,23712.07
2025-08-18,23713.76
2025-08-19,23384.77
2025-08-20,23249.57
2025-08-21,23142.58
2025-08-22,23498.12
2025-08-25,23425.6
2025-08-26,23525.29
2025-08-27,23565.85
2025-08-28,23703.45
2025-08-29,23415.42
2025-09-02,23231.11
2025-09-03,23414.84
2025-09-04,23633.01
2025-09-05,23652.44
2025-09-08,23762.3
2025-09-09,23839.8
2025-09-10,23849.27
2025-09-11,23992.56
2025-09-12,24092.19
2025-09-15,24293.78
2025-09-16,24274.25
2025-09-17,24223.69
2025-09-18,24454.89
2025-09-19,24626.25
2025-09-22,24761.07
2025-09-23,24580.17
2025-09-24,24503.57
2025-09-25,24397.31
2025-09-26,24503.85
2025-09-29,24611.35
2025-09-30,24679.99
2025-10-01,24800.86
2025-10-02,24892.76
2025-10-03,24785.52
2025-10-06,24978.56
2025-10-07,24840.23
2025-10-08,25136.62
2025-10-09,25098.18
2025-10-10,24221.75
2025-10-13,24750.25
2025-10-14,24579.32
2025-10-15,24745.36
2025-10-16,24657.24
2025-10-17,24817.95
2025-10-20,25141.02
2025-10-21,25127.13
2025-10-22,24879.0
2025-10-23,25097.42
2025-10-24,25358.16
2025-10-27,25821.55
2025-10-28,26012.16
2025-10-29,26119.85
2025-10-30,25734.81
2025-10-31,25858.13
2025-11-03,25972.94
2025-11-04,25435.7
2025-11-05,25620.03
2025-11-06,25130.04
2025-11-07,25059.81
2025-11-10,25611.74
2025-11-11,25533.49
2025-11-12,25517.33
2025-11-13,24993.46
2025-11-14,25008.24
2025-11-17,24799.92
2025-11-18,24503.1
2025-11-19,24640.52
2025-11-20,24054.38
2025-11-21,24239.57
2025-11-24,24873.85
2025-11-25,25018.36
2025-11-26,25236.94
2025-11-28,25434.89
2025-12-01,25342.85
2025-12-02,25555.86
2025-12-03,25606.54
2025-12-04,25581.7
2025-12-05,25692.05
2025-12-08,25627.95
